"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.249807917E-1,3.433473337E-1,-4.506919804E0,4.469202340E-1,4.542020609E0
2.349527917E-1,3.550043062E-1,-4.382147824E0,5.200420411E-1,4.427153863E0
2.449247917E-1,2.900652388E-1,-4.215516211E0,5.805641218E-1,4.265181059E0
2.548967917E-1,2.625410426E-1,-4.057298157E0,7.728019345E-1,4.138576925E0
2.648687917E-1,1.588920920E-1,-3.889544463E0,8.461447299E-1,3.983687203E0
2.748407917E-1,3.784952028E-2,-3.678103883E0,8.486614446E-1,3.774931391E0
2.848127917E-1,-1.068698528E-1,-3.475359281E0,8.710994768E-1,3.584460573E0
2.947837917E-1,-2.360698203E-1,-3.271642873E0,9.239184722E-1,3.407785408E0
3.047557917E-1,-4.305686416E-1,-3.030960367E0,8.583011643E-1,3.179432495E0
3.147277917E-1,-5.521139093E-1,-2.760553540E0,7.465504213E-1,2.912528652E0
3.246997917E-1,-6.401055879E-1,-2.497719442E0,6.870771483E-1,2.668410123E0
3.346717917E-1,-7.237648451E-1,-2.204347091E0,6.162825695E-1,2.400580316E0
3.446437917E-1,-7.808518694E-1,-1.889203218E0,4.820363454E-1,2.100280333E0
3.546157917E-1,-7.494665739E-1,-1.574015490E0,3.529472923E-1,1.778706468E0
3.645877917E-1,-6.320842313E-1,-1.260410019E0,3.393829215E-1,1.450291232E0
3.745597917E-1,-5.445973136E-1,-9.019628352E-1,3.013269031E-1,1.095865454E0
3.845307917E-1,-4.091373902E-1,-5.446541047E-1,2.591942060E-1,7.288505569E-1
3.945027917E-1,-1.982232784E-1,-2.219831103E-1,2.826953351E-1,4.104700012E-1
4.044747917E-1,2.149593618E-2,1.596412665E-1,4.312837195E-1,4.603835965E-1
4.144467917E-1,1.966558226E-1,5.265008390E-1,5.450131238E-1,7.828894884E-1
4.244187917E-1,3.756245853E-1,8.502114683E-1,6.551325667E-1,1.137168435E0
4.343907917E-1,4.946552215E-1,1.191681846E0,7.764096665E-1,1.505855697E0
4.443627917E-1,5.342621772E-1,1.543992376E0,9.471179581E-1,1.888486420E0
4.543347917E-1,4.964314960E-1,1.837723162E0,1.005620520E0,2.152891841E0
4.643067917E-1,3.884257849E-1,2.113267937E0,9.825146627E-1,2.362649154E0
4.742777917E-1,2.192705870E-1,2.419887155E0,9.469437110E-1,2.607802873E0
4.842497917E-1,-2.162002506E-2,2.652707494E0,8.542314291E-1,2.786940224E0
4.942217917E-1,-2.970044403E-1,2.895068736E0,6.847381890E-1,2.989732599E0
5.041937917E-1,-5.304246861E-1,3.132735833E0,4.804878930E-1,3.213448733E0
5.141657917E-1,-7.385970385E-1,3.361861902E0,3.095551415E-1,3.455931917E0
5.241377917E-1,-9.122257219E-1,3.596403077E0,1.404466482E-1,3.712949787E0
5.341097917E-1,-9.660520463E-1,3.776074566E0,1.918252185E-4,3.897691075E0
5.440817917E-1,-9.196068084E-1,4.009956760E0,-5.943109989E-2,4.114481979E0
5.540537917E-1,-7.992616086E-1,4.209533340E0,-1.074137170E-2,4.284752669E0
5.640257917E-1,-5.804562407E-1,4.376371944E0,5.180746358E-2,4.415002248E0
5.739967916E-1,-2.914720058E-1,4.565949200E0,1.755462595E-1,4.578609453E0
5.839687916E-1,1.472091358E-2,4.760194874E0,3.862799299E-1,4.775864752E0
5.939407916E-1,2.700664091E-1,4.893672774E0,5.612531805E-1,4.933150536E0
6.039127916E-1,5.123149456E-1,4.992505921E0,6.659148324E-1,5.062709209E0
6.138847916E-1,6.970571029E-1,5.103445728E0,7.264241588E-1,5.201801512E0
6.238567916E-1,7.370098118E-1,5.115544787E0,7.470215607E-1,5.222070772E0
6.338287916E-1,6.752702312E-1,5.083043039E0,6.343375289E-1,5.166788221E0
6.438007916E-1,5.241090354E-1,5.089200742E0,4.575609970E-1,5.136537407E0
6.537727917E-1,3.123702469E-1,5.011297703E0,2.467934310E-1,5.027085322E0
6.637437917E-1,2.998173530E-2,4.881559682E0,4.744080404E-2,4.881882266E0
6.737157917E-1,-2.234495189E-1,4.772006834E0,-1.869413316E-1,4.780891755E0
6.836877917E-1,-4.581640277E-1,4.655913291E0,-3.419849324E-1,4.690884410E0
6.936597917E-1,-6.560339150E-1,4.503712022E0,-4.296440506E-1,4.571476401E0
7.036317917E-1,-7.498522709E-1,4.357006550E0,-4.626445663E-1,4.445202414E0
7.136037917E-1,-7.337471386E-1,4.210785229E0,-4.080228013E-1,4.293667396E0
7.235757917E-1,-6.207696497E-1,4.016195739E0,-2.913492326E-1,4.074318047E0
7.335477917E-1,-4.457404486E-1,3.845858746E0,-1.265448564E-1,3.873671080E0
7.435197917E-1,-1.985833938E-1,3.682753589E0,1.064229794E-3,3.688103915E0
7.534917917E-1,6.532858333E-2,3.475748706E0,1.371142469E-1,3.479065565E0
7.634627917E-1,2.972308372E-1,3.241724424E0,2.335903816E-1,3.263692369E0
7.734347917E-1,5.370027672E-1,3.023841382E0,2.491124002E-1,3.081240929E0
7.834067917E-1,6.918536657E-1,2.777683543E0,1.981790588E-1,2.869401035E0
7.933787917E-1,8.117767697E-1,2.481905648E0,6.990342658E-2,2.612225805E0
8.033507917E-1,8.387181813E-1,2.171650046E0,-6.880188424E-2,2.329001033E0
8.133227917E-1,7.948791935E-1,1.867936310E0,-2.819340642E-1,2.049513553E0
8.232947917E-1,7.208369981E-1,1.544793445E0,-4.487686119E-1,1.762777930E0
8.332667917E-1,5.431847725E-1,1.181855015E0,-6.226957226E-1,1.442075219E0
8.432387917E-1,4.305644754E-1,8.427632850E-1,-7.549562323E-1,1.210617460E0
8.532097916E-1,2.771514621E-1,4.929413295E-1,-8.352461777E-1,1.008682440E0
8.631817916E-1,1.373375740E-1,1.402174008E-1,-8.731132579E-1,8.949018325E-1
8.731537916E-1,5.607443266E-3,-1.738412297E-1,-8.614439696E-1,8.788275879E-1
8.831255416E-1,-2.703387067E-2,-5.039949059E-1,-8.142482416E-1,9.579884625E-1
8.930975416E-1,-4.997553091E-2,-8.436900687E-1,-7.149122337E-1,1.106982379E0
9.030695416E-1,-4.012483634E-2,-1.151847689E0,-6.509881333E-1,1.323687520E0
9.130415417E-1,2.868329711E-2,-1.429893903E0,-5.630483488E-1,1.537023991E0
9.230135417E-1,1.465471214E-1,-1.740218502E0,-4.626212505E-1,1.806614213E0
9.329855417E-1,2.649411419E-1,-2.012691150E0,-4.073299793E-1,2.070516164E0
9.429575417E-1,4.043691320E-1,-2.267349671E0,-4.275788871E-1,2.342480017E0
9.529285417E-1,5.621797815E-1,-2.556898527E0,-4.185221348E-1,2.651214243E0
9.629005417E-1,7.120672709E-1,-2.812352269E0,-4.453561038E-1,2.935082136E0
9.728725417E-1,8.180224000E-1,-3.017642164E0,-5.351411234E-1,3.172018426E0
9.828445417E-1,8.864786772E-1,-3.267470300E0,-6.478083444E-1,3.447007725E0
9.928165417E-1,9.680039931E-1,-3.498445843E0,-6.905700557E-1,3.695002307E0
1.002788542E0,1.022027515E0,-3.681868905E0,-7.703344095E-1,3.897962798E0
1.012760542E0,1.052078110E0,-3.871499371E0,-9.064277691E-1,4.113026505E0
1.022732542E0,1.038379473E0,-4.075142105E0,-9.670874421E-1,4.315121461E0
1.032704542E0,1.037316449E0,-4.220759994E0,-9.896576945E-1,4.457607283E0
1.042675542E0,9.676861969E-1,-4.368398681E0,-1.003258903E0,4.585395516E0
1.052647542E0,9.164735779E-1,-4.511872981E0,-1.037985443E0,4.719569408E0
1.062619542E0,8.483344390E-1,-4.616866754E0,-1.014910576E0,4.802621516E0
1.072591542E0,8.043051244E-1,-4.681044039E0,-9.444380330E-1,4.842627719E0
1.082563542E0,7.231834126E-1,-4.753868186E0,-8.999415258E-1,4.892049850E0
1.092535542E0,6.409342846E-1,-4.811842745E0,-8.506348798E-1,4.928306713E0
1.102507542E0,5.701804170E-1,-4.816925730E0,-7.833492152E-1,4.913401590E0
1.112479542E0,5.405786685E-1,-4.823077585E0,-6.784455617E-1,4.900468454E0
1.122451542E0,4.933330198E-1,-4.825919332E0,-6.360408229E-1,4.892588558E0
1.132422542E0,4.438405786E-1,-4.767029684E0,-5.871117608E-1,4.823511863E0
1.142394542E0,4.195684209E-1,-4.686788344E0,-5.542721897E-1,4.738062927E0
1.152366542E0,4.372871654E-1,-4.636327457E0,-5.195835829E-1,4.685799767E0
1.162338542E0,4.547654432E-1,-4.532668603E0,-5.058595830E-1,4.583425596E0
1.172310542E0,4.749256195E-1,-4.388696705E0,-5.197549063E-1,4.444812513E0
1.182282542E0,5.431150445E-1,-4.254625897E0,-5.225662476E-1,4.320866922E0
1.192254542E0,6.039766657E-1,-4.098879461E0,-5.498855355E-1,4.179470631E0
1.202226542E0,6.842898537E-1,-3.867463038E0,-5.895461760E-1,3.971534672E0
1.212198542E0,7.545631532E-1,-3.679389685E0,-6.322624252E-1,3.808809497E0
1.222170542E0,8.395231967E-1,-3.473239666E0,-6.599864135E-1,3.633699910E0
1.232141542E0,9.134425275E-1,-3.208107027E0,-6.640192381E-1,3.401065936E0
1.242113542E0,9.741243468E-1,-2.954231449E0,-6.803223717E-1,3.184217365E0
1.252085542E0,9.657239445E-1,-2.699747760E0,-6.676479471E-1,2.943979362E0
1.262057542E0,9.980311996E-1,-2.421759433E0,-6.181992137E-1,2.691311074E0
1.272029542E0,9.815135463E-1,-2.118612877E0,-5.580810660E-1,2.400696532E0
1.282001542E0,9.335013277E-1,-1.852148827E0,-4.749646497E-1,2.127785569E0
1.291973542E0,8.114371195E-1,-1.568965250E0,-4.510021752E-1,1.823042818E0
1.301945542E0,6.740855853E-1,-1.249658743E0,-2.834005094E-1,1.447879207E0
1.311917542E0,5.142082010E-1,-9.601174879E-1,-2.126263958E-1,1.109705208E0
1.321889542E0,3.417019272E-1,-6.867584020E-1,-1.320102854E-1,7.783469825E-1
1.331860542E0,1.704358844E-1,-3.683465195E-1,-7.341003835E-2,4.124519158E-1
1.341832542E0,3.831906997E-2,-4.745132446E-2,-2.787718534E-2,6.706054562E-2
1.351804542E0,-8.470572609E-2,2.478611326E-1,-7.860415656E-2,2.734754368E-1
1.361776542E0,-1.957392350E-1,5.816459298E-1,-6.538590431E-2,6.171718985E-1
1.371748542E0,-2.304407788E-1,9.138917398E-1,-1.025461475E-1,9.480594797E-1
1.381720542E0,-1.844382848E-1,1.222139407E0,-1.617374933E-1,1.246515635E0
1.391692542E0,-1.086481738E-1,1.526699236E0,-2.462022775E-1,1.550235642E0
1.401664542E0,1.292126851E-2,1.877109421E0,-2.399399096E-1,1.892426458E0
1.411636542E0,1.842706707E-1,2.183283666E0,-2.471273071E-1,2.204938810E0
1.421607542E0,3.627872061E-1,2.516814110E0,-2.576692704E-1,2.555848445E0
1.431579542E0,4.979010109E-1,2.822839835E0,-2.156534994E-1,2.874515017E0
1.441551542E0,6.325886267E-1,3.112931898E0,-9.196970383E-2,3.177887946E0
1.451523542E0,6.983496299E-1,3.374443941E0,-1.122089820E-3,3.445949125E0
1.461495542E0,6.913712704E-1,3.639139207E0,7.228561878E-2,3.704936384E0
1.471467542E0,6.270061438E-1,3.850571601E0,1.911641908E-1,3.905967500E0
1.481439542E0,4.941585736E-1,4.029478274E0,2.690678144E-1,4.068572888E0
1.491411542E0,3.059080138E-1,4.216271086E0,3.306436729E-1,4.240264947E0
1.501383542E0,4.662775327E-2,4.359141369E0,3.154683942E-1,4.370790309E0
1.511355542E0,-2.025881335E-1,4.457577490E0,3.082190162E-1,4.472810972E0
1.521326542E0,-4.486639468E-1,4.577938331E0,2.465724063E-1,4.606475513E0
1.531298542E0,-6.203232148E-1,4.665755324E0,1.345409238E-1,4.708733895E0
1.541270542E0,-7.541461737E-1,4.753546005E0,6.612616181E-2,4.813450814E0
1.551242542E0,-7.865737353E-1,4.832244850E0,2.913668473E-2,4.895930706E0
1.561214542E0,-7.174227358E-1,4.877528027E0,-2.784910957E-2,4.930086268E0
1.571186542E0,-6.171766819E-1,4.916992639E0,-3.579314590E-2,4.955704271E0
1.581158542E0,-4.197052092E-1,4.943261256E0,2.636627396E-2,4.961116758E0
1.591130542E0,-1.969636054E-1,4.951228672E0,8.439405123E-2,4.955863434E0
1.601102542E0,1.323922914E-2,4.951390640E0,1.879879832E-1,4.954975684E0
1.611074542E0,1.662083109E-1,4.914831508E0,2.932285094E-1,4.926375637E0
1.621045542E0,2.993340989E-1,4.842320187E0,4.117492318E-1,4.869004326E0
1.631017542E0,3.627743788E-1,4.742230473E0,4.800891495E-1,4.780255297E0
1.640989542E0,3.299993829E-1,4.609370624E0,5.000316632E-1,4.648142511E0
1.650961542E0,1.919679271E-1,4.431051596E0,5.163629365E-1,4.465165240E0
1.660933542E0,6.451390173E-2,4.220715555E0,5.032382762E-1,4.251099928E0
1.670905542E0,-1.518386323E-1,4.020272418E0,4.051453865E-1,4.043487117E0
1.680877542E0,-3.947725721E-1,3.784123258E0,2.964783919E-1,3.816193608E0
1.690849542E0,-6.036587964E-1,3.518843270E0,2.316514814E-1,3.577754087E0
1.700821542E0,-7.826686724E-1,3.278063700E0,1.469300044E-1,3.373404853E0
1.710793542E0,-9.087363960E-1,2.989360936E0,7.168682735E-2,3.125255132E0
1.720764542E0,-9.862729606E-1,2.713240795E0,4.141584674E-2,2.887234877E0
1.730736542E0,-9.688162445E-1,2.451838680E0,6.591096601E-2,2.637131412E0
1.740708542E0,-8.901628616E-1,2.168363326E0,1.035822558E-1,2.346256320E0
1.750680542E0,-8.146514802E-1,1.893605586E0,1.465043271E-1,2.066606559E0
1.760652542E0,-6.665246239E-1,1.593172138E0,2.395230031E-1,1.743509049E0
1.770624542E0,-5.153908369E-1,1.315760347E0,3.237369418E-1,1.449709837E0
1.780596542E0,-3.651225840E-1,1.005422300E0,3.940777767E-1,1.139949909E0
1.790568542E0,-2.432731149E-1,7.077949297E-1,4.356386161E-1,8.659887267E-1
1.800540542E0,-1.476041152E-1,4.023942715E-1,4.539146733E-1,6.242969287E-1
1.810512542E0,-7.964960217E-2,7.618921995E-2,4.587128985E-1,4.717694136E-1
1.820483542E0,-8.524524137E-2,-2.609588957E-1,4.497175419E-1,5.268891382E-1
1.830455542E0,-9.580290087E-2,-5.953746074E-1,3.833142221E-1,7.145480473E-1
1.840427542E0,-1.483203261E-1,-9.256931752E-1,3.028600613E-1,9.852060650E-1
1.850399542E0,-2.523176611E-1,-1.263072256E0,2.504795341E-1,1.312156897E0
1.860371542E0,-3.547086199E-1,-1.610710276E0,1.702498698E-1,1.658068400E0
1.870343542E0,-4.403879439E-1,-1.930412639E0,9.344903111E-2,1.982212708E0
1.880315292E0,-5.218167076E-1,-2.234436863E0,3.453714570E-2,2.294818857E0
1.890287292E0,-6.012941093E-1,-2.542416728E0,2.053659995E-2,2.612634528E0
1.900259292E0,-6.774348705E-1,-2.824324443E0,1.629385114E-2,2.904477931E0
1.910230292E0,-7.052146997E-1,-3.092571893E0,-2.591838637E-2,3.172065644E0
1.920202292E0,-7.151811326E-1,-3.339344859E0,-3.383432865E-2,3.415238338E0
1.930174292E0,-7.345826326E-1,-3.598152564E0,1.408710281E-2,3.672398666E0
1.940146292E0,-6.899255463E-1,-3.800774959E0,5.274773697E-2,3.863246028E0
1.950118292E0,-6.119110084E-1,-3.980056438E0,3.746895790E-2,4.026994941E0
1.960090292E0,-5.363355268E-1,-4.189656900E0,6.044208348E-2,4.224279108E0
1.970062292E0,-4.840937613E-1,-4.332504378E0,9.775901377E-2,4.360561636E0
1.980034292E0,-3.995938937E-1,-4.451379442E0,1.249433041E-1,4.471025055E0
1.990006292E0,-2.908987594E-1,-4.568561152E0,8.658498466E-2,4.578631897E0
1.999978292E0,-2.135466745E-1,-4.688346042E0,7.452158491E-2,4.693798489E0
2.009949292E0,-1.535429129E-1,-4.754397359E0,8.470278421E-2,4.757630107E0
2.019921292E0,-5.195331506E-2,-4.807632165E0,6.453863363E-2,4.808346017E0
2.029893292E0,1.549007826E-2,-4.845809805E0,-5.692867432E-3,4.845837907E0
2.039865292E0,1.030994586E-1,-4.863356130E0,-2.505650679E-2,4.864513354E0
2.049837292E0,1.374070097E-1,-4.879614313E0,-7.129394928E-2,4.882069168E0
2.059809292E0,1.932901287E-1,-4.872753190E0,-1.068327230E-1,4.877755422E0
2.069781292E0,2.248951151E-1,-4.821198290E0,-1.782318856E-1,4.829730569E0
2.079753292E0,2.353890582E-1,-4.769377341E0,-2.140689039E-1,4.779978423E0
2.089725292E0,2.120679502E-1,-4.705439792E0,-2.344329836E-1,4.716046573E0
2.099697292E0,1.965649715E-1,-4.608305261E0,-2.545175664E-1,4.619512351E0
2.109668292E0,1.702341372E-1,-4.482997676E0,-2.613407371E-1,4.493834309E0
2.119640292E0,1.244206269E-1,-4.346007353E0,-2.560665852E-1,4.355322089E0
2.129612292E0,5.548945528E-2,-4.203715945E0,-2.712049717E-1,4.212820784E0
2.139584292E0,-1.917117460E-2,-4.020074782E0,-2.471343237E-1,4.027709543E0
2.149556292E0,-7.469819823E-2,-3.820433298E0,-2.300440818E-1,3.828081854E0
2.159528292E0,-1.104215978E-1,-3.633014833E0,-2.096215117E-1,3.640732191E0
2.169500292E0,-1.584742719E-1,-3.384681246E0,-1.768981540E-1,3.393003712E0
2.179472292E0,-1.549377662E-1,-3.125576502E0,-1.930750608E-1,3.135364757E0
2.189444292E0,-1.204979949E-1,-2.875063657E0,-1.716450520E-1,2.882702347E0
2.199416292E0,-8.212067205E-2,-2.580887899E0,-1.717391922E-1,2.587898858E0
2.209387292E0,-2.679450028E-3,-2.273924280E0,-1.769717924E-1,2.280802014E0
2.219359292E0,1.291348989E-1,-1.961366630E0,-2.079251979E-1,1.976579815E0
2.229331292E0,2.693197197E-1,-1.648134211E0,-2.154225343E-1,1.683830857E0
2.239303292E0,4.377825708E-1,-1.310910081E0,-2.420706715E-1,1.403116898E0
2.249275292E0,5.857464725E-1,-9.742706734E-1,-2.859902777E-1,1.172217008E0
2.259247292E0,7.511020401E-1,-6.360256201E-1,-3.410207631E-1,1.041622784E0
2.269219292E0,8.528421307E-1,-2.913199782E-1,-3.735862094E-1,9.755888916E-1
2.279191292E0,9.336356675E-1,6.364167988E-2,-3.724676736E-1,1.007203053E0
2.289163292E0,9.840817165E-1,3.738364702E-1,-3.942538144E-1,1.124102576E0
2.299135292E0,9.508189532E-1,7.033574778E-1,-3.745159533E-1,1.240576730E0
2.309106292E0,8.728415085E-1,1.042027039E0,-3.485460931E-1,1.403266556E0
2.319078292E0,7.315087514E-1,1.325517011E0,-3.371528300E-1,1.551055263E0
2.329050292E0,5.757455776E-1,1.604951938E0,-2.958515704E-1,1.730572693E0
2.339022292E0,3.828864617E-1,1.910843178E0,-2.324677892E-1,1.962642343E0
2.348994292E0,1.874085607E-1,2.198805100E0,-1.827571006E-1,2.214331952E0
2.358966292E0,1.502485916E-2,2.442205392E0,-1.820759000E-1,2.449029309E0
2.368938292E0,-9.286372483E-2,2.726035087E0,-1.533221805E-1,2.731922155E0
2.378910292E0,-1.626033197E-1,3.005086437E0,-1.379744089E-1,3.012643569E0
2.388882292E0,-1.308459952E-1,3.255188223E0,-1.779167390E-1,3.262671514E0
2.398854292E0,-3.033257738E-2,3.509951409E0,-2.378296129E-1,3.518130453E0
2.408826292E0,1.546251229E-1,3.755695850E0,-2.835373707E-1,3.769556165E0
2.418797292E0,3.631595276E-1,4.000821070E0,-3.224950298E-1,4.030193187E0
2.428769292E0,5.985509246E-1,4.227769051E0,-3.710824682E-1,4.286023397E0
2.438741292E0,8.735415664E-1,4.418079548E0,-4.198511338E-1,4.523137931E0
2.448713292E0,1.032589706E0,4.617806987E0,-4.053968167E-1,4.749181976E0
2.458685292E0,1.148397393E0,4.758772246E0,-3.677611766E-1,4.909172858E0
2.468657292E0,1.177119794E0,4.847208459E0,-3.421907544E-1,4.999813534E0
2.478629292E0,1.129235410E0,4.941249229E0,-2.712091013E-1,5.075891146E0
2.488601292E0,9.598338979E-1,5.001869068E0,-1.497232558E-1,5.095330444E0
2.498573292E0,7.497973070E-1,4.979381261E0,-9.756897926E-2,5.036462394E0
2.508545292E0,5.031068601E-1,4.994225587E0,-6.617937148E-2,5.019938788E0
2.518516292E0,2.226561614E-1,4.980982813E0,-2.131017745E-2,4.986002374E0
2.528488292E0,-3.728213936E-2,4.891666009E0,-2.890973054E-2,4.891893506E0
2.538460292E0,-1.886524462E-1,4.828381010E0,-5.548068445E-2,4.832383576E0
2.548432292E0,-3.044486950E-1,4.767936587E0,-1.032600743E-1,4.778762492E0
2.558404292E0,-3.355504736E-1,4.642251856E0,-1.342684436E-1,4.656299435E0
2.568376292E0,-2.349896568E-1,4.534899316E0,-1.946029748E-1,4.545151511E0
2.578348292E0,-1.000011834E-1,4.439051172E0,-2.666359756E-1,4.448176063E0
2.588320292E0,9.851787273E-2,4.305569764E0,-2.909621469E-1,4.316514304E0
2.598292292E0,3.073424455E-1,4.136243169E0,-2.830421116E-1,4.157292361E0
2.608264292E0,5.493934923E-1,3.989144765E0,-2.761756897E-1,4.036258438E0
2.618235292E0,7.249589927E-1,3.808156484E0,-2.349714939E-1,3.883662311E0
2.628207292E0,8.328635104E-1,3.585451827E0,-1.305717973E-1,3.683228940E0
2.638179292E0,8.825272751E-1,3.361449673E0,-7.045364957E-2,3.476084293E0
2.648151292E0,8.775733678E-1,3.101490651E0,-2.474073887E-2,3.223350955E0
2.658123292E0,7.538077661E-1,2.810772352E0,7.030924162E-2,2.910946710E0
2.668095292E0,5.420266949E-1,2.502639874E0,1.379972130E-1,2.564379556E0
2.678067292E0,3.775418143E-1,2.201376706E0,1.402817384E-1,2.237917824E0
2.688039292E0,1.468493585E-1,1.870606148E0,1.494583404E-1,1.882304410E0
2.698011292E0,-9.192782314E-2,1.501460314E0,1.675876325E-1,1.513578348E0
2.707983292E0,-2.881888491E-1,1.175810748E0,1.153304815E-1,1.216094095E0
2.717955292E0,-4.053544244E-1,8.607300246E-1,3.340222855E-2,9.519895448E-1
2.727926292E0,-5.152221447E-1,5.049164271E-1,2.291406413E-2,7.217475398E-1
2.737898292E0,-5.984635818E-1,1.704668015E-1,1.571673095E-2,6.224665492E-1
2.747870292E0,-5.351612232E-1,-1.279324007E-1,-1.215168357E-2,5.503743248E-1
2.757842292E0,-4.785009726E-1,-4.634707779E-1,-3.182288647E-2,6.669190647E-1
2.767814292E0,-4.234277295E-1,-7.656695008E-1,-5.360726168E-3,8.749683217E-1
2.777786292E0,-3.143240210E-1,-1.070424042E0,1.748902430E-2,1.115756732E0
2.787758292E0,-1.603616069E-1,-1.367627488E0,5.409843922E-2,1.378059300E0
2.797730292E0,-6.033401962E-2,-1.659975407E0,8.569679260E-2,1.663280640E0
2.807702292E0,-9.779431634E-3,-1.937493618E0,1.463300709E-1,1.943036192E0
2.817674292E0,8.558580514E-2,-2.214194972E0,1.885949242E-1,2.223859786E0
2.827645292E0,1.163714686E-1,-2.473526003E0,2.733889067E-1,2.491307829E0
2.837617292E0,8.638325572E-2,-2.724411315E0,2.973122048E-1,2.741947051E0
2.847589292E0,3.227823839E-2,-2.987550638E0,3.674916565E-1,3.010240990E0
2.857561292E0,-1.940029409E-2,-3.248718864E0,3.858156610E-1,3.271605776E0
2.867533292E0,-9.239872500E-2,-3.460051271E0,4.162048101E-1,3.486218405E0
2.877506125E0,-2.190610008E-1,-3.689045777E0,4.021761703E-1,3.717363601E0
2.887478125E0,-3.512343505E-1,-3.912640380E0,4.210042048E-1,3.950868873E0
2.897450125E0,-4.522949580E-1,-4.085532022E0,4.241839206E-1,4.132320732E0
2.907422125E0,-5.621868712E-1,-4.262221431E0,3.957980275E-1,4.317318807E0
2.917394125E0,-6.986434525E-1,-4.439151160E0,3.810420306E-1,4.509917817E0
2.927366125E0,-7.770833389E-1,-4.550570439E0,3.791568152E-1,4.631987664E0
2.937337125E0,-8.269364803E-1,-4.647818406E0,3.630793842E-1,4.734750945E0
2.947309125E0,-8.738865522E-1,-4.733289496E0,3.519544717E-1,4.826135007E0
2.957281125E0,-9.208481723E-1,-4.802314122E0,3.354723402E-1,4.901298193E0
2.967253125E0,-9.290034302E-1,-4.825141068E0,3.279212093E-1,4.924689433E0
2.977225125E0,-9.053110240E-1,-4.845110478E0,3.355085564E-1,4.940369378E0
2.987197125E0,-8.727660795E-1,-4.835480114E0,3.276428819E-1,4.924524182E0
2.997169125E0,-8.552163926E-1,-4.778974961E0,3.675629195E-1,4.868788274E0
3.007141125E0,-7.896957099E-1,-4.721432512E0,3.643995758E-1,4.800867768E0
3.017113125E0,-6.837428467E-1,-4.643930007E0,4.003810021E-1,4.711039709E0
3.027085125E0,-5.857536719E-1,-4.553539655E0,4.492426749E-1,4.612987073E0
3.037056125E0,-5.202051419E-1,-4.427742657E0,4.823425933E-1,4.484213733E0
3.047028125E0,-4.350575490E-1,-4.294078231E0,4.716562951E-1,4.341755703E0
3.057000125E0,-3.391398966E-1,-4.127888668E0,5.242391725E-1,4.174842204E0
3.066972125E0,-2.832271394E-1,-3.953649827E0,5.507304947E-1,4.001858149E0
3.076944125E0,-2.578725891E-1,-3.778585945E0,5.445968020E-1,3.826329271E0
3.086916125E0,-2.134984349E-1,-3.597627484E0,5.504463200E-1,3.645750437E0
3.096888125E0,-2.177506033E-1,-3.391413145E0,5.811103614E-1,3.447722103E0
3.106860125E0,-2.568000636E-1,-3.178027781E0,5.757987873E-1,3.239961588E0
3.116832125E0,-3.230674356E-1,-2.964485126E0,5.471894574E-1,3.031824687E0
3.126804125E0,-3.900648326E-1,-2.717675908E0,5.060963953E-1,2.791781953E0
